ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,snippet,sentiment
2022-02-18,165.18094574450456,156.81650530451128,175.3743022850801,165.18094574450456,165.18094574450456,0.2667475022706101,0.2667475022706101,0.2667475022706101,0.6310581140043092,0.6310581140043092,0.6310581140043092,-0.3643106117336989,-0.3643106117336989,-0.3643106117336989,0.0,0.0,0.0,165.44769324677517,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-02-22,165.20644439396065,154.6780388549135,172.548252067614,165.20644439396065,165.20644439396065,-2.080139884234228,-2.080139884234228,-2.080139884234228,0.6485543575543071,0.6485543575543071,0.6485543575543071,-2.728694241788535,-2.728694241788535,-2.728694241788535,0.0,0.0,0.0,163.12630450972642,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-02-23,165.2128190563247,152.97271327343174,171.5752544260287,165.2128190563247,165.2128190563247,-2.60026831269939,-2.60026831269939,-2.60026831269939,0.7198862168452078,0.7198862168452078,0.7198862168452078,-3.3201545295445976,-3.3201545295445976,-3.3201545295445976,0.0,0.0,0.0,162.6125507436253,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-02-24,165.21919371868873,152.5696371144635,171.15870568552336,165.21919371868873,165.21919371868873,-3.2338636933656506,-3.2338636933656506,-3.2338636933656506,0.6663410059536221,0.6663410059536221,0.6663410059536221,-3.900204699319272,-3.900204699319272,-3.900204699319272,0.0,0.0,0.0,161.9853300253231,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-02-25,165.22556838105274,152.08470638182447,170.35469078005866,165.22556838105274,165.22556838105274,-3.832454457852829,-3.832454457852829,-3.832454457852829,0.6310581140024932,0.6310581140024932,0.6310581140024932,-4.463512571855322,-4.463512571855322,-4.463512571855322,0.0,0.0,0.0,161.3931139231999,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-02-28,165.24469236814485,151.43944125722635,169.68594910434936,165.24469236814485,165.24469236814485,-5.1938765028151055,-5.1938765028151055,-5.1938765028151055,0.8119409621088689,0.8119409621088689,0.8119409621088689,-6.005817464923974,-6.005817464923974,-6.005817464923974,0.0,0.0,0.0,160.05081586532975,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-01,165.2510670305089,150.25458024912768,169.0807343455649,165.2510670305089,165.2510670305089,-5.808914043602335,-5.808914043602335,-5.808914043602335,0.6485543575544294,0.6485543575544294,0.6485543575544294,-6.457468401156764,-6.457468401156764,-6.457468401156764,0.0,0.0,0.0,159.44215298690656,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-02,165.2574416928729,149.82344577610863,168.54708219509894,165.2574416928729,165.2574416928729,-6.152784721327897,-6.152784721327897,-6.152784721327897,0.719886216845143,0.719886216845143,0.719886216845143,-6.87267093817304,-6.87267093817304,-6.87267093817304,0.0,0.0,0.0,159.104656971545,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-03,165.26381635523694,149.3435803100755,167.8630818833521,165.26381635523694,165.26381635523694,-6.582852736361837,-6.582852736361837,-6.582852736361837,0.6663410059519062,0.6663410059519062,0.6663410059519062,-7.249193742313743,-7.249193742313743,-7.249193742313743,0.0,0.0,0.0,158.6809636188751,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-04,165.27019101760098,148.40628251909365,167.74804869598972,165.27019101760098,165.27019101760098,-6.954368098369654,-6.954368098369654,-6.954368098369654,0.6310581140028353,0.6310581140028353,0.6310581140028353,-7.585426212372488,-7.585426212372488,-7.585426212372488,0.0,0.0,0.0,158.31582291923132,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-07,165.2893150046931,148.48460177537626,166.55973734390068,165.2893150046931,165.2893150046931,-7.53350780188181,-7.53350780188181,-7.53350780188181,0.8119409621087739,0.8119409621087739,0.8119409621087739,-8.345448763990584,-8.345448763990584,-8.345448763990584,0.0,0.0,0.0,157.75580720281127,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-08,165.2956896670571,147.79607755400684,166.61936083982425,165.2956896670571,165.2956896670571,-7.867938645147489,-7.867938645147489,-7.867938645147489,0.6485543575537406,0.6485543575537406,0.6485543575537406,-8.516493002701228,-8.516493002701228,-8.516493002701228,0.0,0.0,0.0,157.4277510219096,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-09,165.3020643294211,148.17971837968517,167.16446327946534,165.3020643294211,165.3020643294211,-7.928129448936789,-7.928129448936789,-7.928129448936789,0.7198862168450473,0.7198862168450473,0.7198862168450473,-8.648015665781836,-8.648015665781836,-8.648015665781836,0.0,0.0,0.0,157.3739348804843,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-10,165.30843899178515,147.88561754668768,166.7486760998638,165.30843899178515,165.30843899178515,-8.075350265640317,-8.075350265640317,-8.075350265640317,0.666341005952668,0.666341005952668,0.666341005952668,-8.741691271592986,-8.741691271592986,-8.741691271592986,0.0,0.0,0.0,157.23308872614484,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-11,165.3148136541492,147.7005970003437,166.28816136298178,165.3148136541492,165.3148136541492,-8.168522413846937,-8.168522413846937,-8.168522413846937,0.6310581139988617,0.6310581139988617,0.6310581139988617,-8.799580527845798,-8.799580527845798,-8.799580527845798,0.0,0.0,0.0,157.14629124030225,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-14,165.33393764124128,148.4045834551288,166.5549552148349,165.33393764124128,165.33393764124128,-7.971626437010044,-7.971626437010044,-7.971626437010044,0.8119409621034386,0.8119409621034386,0.8119409621034386,-8.783567399113483,-8.783567399113483,-8.783567399113483,0.0,0.0,0.0,157.36231120423125,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-15,165.3403123036053,147.89656934079542,165.87647658710063,165.3403123036053,165.3403123036053,-8.075794110843104,-8.075794110843104,-8.075794110843104,0.6485543575538628,0.6485543575538628,0.6485543575538628,-8.724348468396968,-8.724348468396968,-8.724348468396968,0.0,0.0,0.0,157.26451819276218,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-16,165.34668696596933,147.67142436757956,166.87745716782803,165.34668696596933,165.34668696596933,-7.923235581658376,-7.923235581658376,-7.923235581658376,0.7198862168449821,0.7198862168449821,0.7198862168449821,-8.643121798503357,-8.643121798503357,-8.643121798503357,0.0,0.0,0.0,157.42345138431094,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-17,165.35306162833336,148.77968175660553,166.51057805459547,165.35306162833336,165.35306162833336,-7.87652267755452,-7.87652267755452,-7.87652267755452,0.6663410059534295,0.6663410059534295,0.6663410059534295,-8.54286368350795,-8.54286368350795,-8.54286368350795,0.0,0.0,0.0,157.47653895077883,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-18,165.35943629069735,148.22226346087731,166.81362838517492,165.35943629069735,165.35943629069735,-7.795416923558865,-7.795416923558865,-7.795416923558865,0.6310581139992039,0.6310581139992039,0.6310581139992039,-8.426475037558067,-8.426475037558067,-8.426475037558067,0.0,0.0,0.0,157.56401936713848,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-21,165.040622762152,148.44857675846717,166.4733296666123,165.040622762152,165.040622762152,-7.195358679878263,-7.195358679878263,-7.195358679878263,0.8119409621051152,0.8119409621051152,0.8119409621051152,-8.00729964198338,-8.00729964198338,-8.00729964198338,0.0,0.0,0.0,157.84526408227373,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-22,164.93435158597023,148.5490994853144,167.32710794711284,164.93435158597023,164.93435158597023,-7.203560920848835,-7.203560920848835,-7.203560920848835,0.6485543575523631,0.6485543575523631,0.6485543575523631,-7.852115278401199,-7.852115278401199,-7.852115278401199,0.0,0.0,0.0,157.7307906651214,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-03-23,164.82808040978844,149.2396318552207,166.87641717971766,164.82808040978844,164.82808040978844,-6.972616374970658,-6.972616374970658,-6.972616374970658,0.7198862168449174,0.7198862168449174,0.7198862168449174,-7.692502591815574,-7.692502591815574,-7.692502591815574,0.0,0.0,0.0,157.85546403481777,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
