ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,snippet,sentiment
2024-02-14,184.90228376757372,177.6924536604909,196.89478736892156,184.90228376757372,184.90228376757372,2.656210391224517,2.656210391224517,2.656210391224517,0.7198862168450603,0.7198862168450603,0.7198862168450603,1.936324174379456,1.936324174379456,1.936324174379456,0.0,0.0,0.0,187.55849415879825,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-15,184.95634665753465,177.6442266801318,196.12799070816976,184.95634665753465,184.95634665753465,2.148703810193643,2.148703810193643,2.148703810193643,0.666341005953496,0.666341005953496,0.666341005953496,1.482362804240147,1.482362804240147,1.482362804240147,0.0,0.0,0.0,187.10505046772823,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-16,185.0104095474955,177.62388546250074,195.87881903155164,185.0104095474955,185.0104095474955,1.6224658862021617,1.6224658862021617,1.6224658862021617,0.6310581140058603,0.6310581140058603,0.6310581140058603,0.9914077721963016,0.9914077721963016,0.9914077721963016,0.0,0.0,0.0,186.63287543369765,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-20,185.22666110733897,175.1885338418498,193.8676953008929,185.22666110733897,185.22666110733897,-0.5891006030595236,-0.5891006030595236,-0.5891006030595236,0.648554357554894,0.648554357554894,0.648554357554894,-1.2376549606144178,-1.2376549606144178,-1.2376549606144178,0.0,0.0,0.0,184.63756050427943,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-21,185.28072399729984,174.75098451300946,193.65405509727384,185.28072399729984,185.28072399729984,-1.1126224135029683,-1.1126224135029683,-1.1126224135029683,0.7198862168453053,0.7198862168453053,0.7198862168453053,-1.8325086303482736,-1.8325086303482736,-1.8325086303482736,0.0,0.0,0.0,184.16810158379684,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-22,185.3347868872607,173.67476183731722,192.32737500411383,185.3347868872607,185.3347868872607,-1.7640968181380334,-1.7640968181380334,-1.7640968181380334,0.666341005952888,0.666341005952888,0.666341005952888,-2.430437824090921,-2.430437824090921,-2.430437824090921,0.0,0.0,0.0,183.57069006912263,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-23,185.3888497772216,173.24750012360496,192.8525301044585,185.3888497772216,185.3888497772216,-2.3944463230299955,-2.3944463230299955,-2.3944463230299955,0.6310581140018867,0.6310581140018867,0.6310581140018867,-3.025504437031881,-3.025504437031881,-3.025504437031881,0.0,0.0,0.0,182.9944034541916,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-26,185.55103844710416,172.2944904089952,190.4095403968553,185.55103844710416,185.55103844710416,-3.925383968112144,-3.925383968112144,-3.925383968112144,0.8119409621074763,0.8119409621074763,0.8119409621074763,-4.73732493021962,-4.73732493021962,-4.73732493021962,0.0,0.0,0.0,181.625654478992,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-27,185.605101337065,172.10602457743852,190.0277912602606,185.605101337065,185.605101337065,-4.617826065542442,-4.617826065542442,-4.617826065542442,0.6485543575550164,0.6485543575550164,0.6485543575550164,-5.266380423097457,-5.266380423097457,-5.266380423097457,0.0,0.0,0.0,180.98727527152255,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-28,185.65916422702588,171.3460839048577,189.8441124173616,185.65916422702588,185.65916422702588,-5.047302568342994,-5.047302568342994,-5.047302568342994,0.7198862168448998,0.7198862168448998,0.7198862168448998,-5.767188785187893,-5.767188785187893,-5.767188785187893,0.0,0.0,0.0,180.6118616586829,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-29,185.7132271169868,170.4479540447248,189.6532746553613,185.7132271169868,185.7132271169868,-5.5696944467063325,-5.5696944467063325,-5.5696944467063325,0.6663410059536496,0.6663410059536496,0.6663410059536496,-6.236035452659982,-6.236035452659982,-6.236035452659982,0.0,0.0,0.0,180.14353267028042,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-01,185.7672900069476,170.71531716031768,189.16912474828823,185.7672900069476,185.7672900069476,-6.038721561169478,-6.038721561169478,-6.038721561169478,0.6310581140022289,0.6310581140022289,0.6310581140022289,-6.669779675171707,-6.669779675171707,-6.669779675171707,0.0,0.0,0.0,179.72856844577814,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-04,185.9294786768302,169.27918832860027,188.6824337496841,185.9294786768302,185.9294786768302,-6.926158612846289,-6.926158612846289,-6.926158612846289,0.8119409621073816,0.8119409621073816,0.8119409621073816,-7.738099574953671,-7.738099574953671,-7.738099574953671,0.0,0.0,0.0,179.00332006398392,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-05,185.98354156679108,169.32158483627708,187.4112640804453,185.98354156679108,185.98354156679108,-7.36367066329092,-7.36367066329092,-7.36367066329092,0.6485543575535165,0.6485543575535165,0.6485543575535165,-8.012225020844436,-8.012225020844436,-8.012225020844436,0.0,0.0,0.0,178.61987090350016,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-06,186.03760445675192,168.7143369871156,187.51564578121508,186.03760445675192,186.03760445675192,-7.524816783821296,-7.524816783821296,-7.524816783821296,0.7198862168445246,0.7198862168445246,0.7198862168445246,-8.24470300066582,-8.24470300066582,-8.24470300066582,0.0,0.0,0.0,178.5127876729306,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-07,186.0916673467128,169.75742126880976,188.25215300014415,186.0916673467128,186.0916673467128,-7.769657993747988,-7.769657993747988,-7.769657993747988,0.6663410059519339,0.6663410059519339,0.6663410059519339,-8.43599899969992,-8.43599899969992,-8.43599899969992,0.0,0.0,0.0,178.3220093529648,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-08,186.14573023667367,168.97654461881416,187.5468146273431,186.14573023667367,186.14573023667367,-7.956041529761021,-7.956041529761021,-7.956041529761021,0.6310581140004131,0.6310581140004131,0.6310581140004131,-8.587099643761432,-8.587099643761432,-8.587099643761432,0.0,0.0,0.0,178.18968870691265,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-11,186.30791890655627,169.7894383953107,187.1757569654738,186.30791890655627,186.30791890655627,-8.003898242206823,-8.003898242206823,-8.003898242206823,0.8119409621090578,0.8119409621090578,0.8119409621090578,-8.81583920431588,-8.81583920431588,-8.81583920431588,0.0,0.0,0.0,178.30402066434945,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-12,186.3619817965171,168.7098260423048,187.70406908459844,186.3619817965171,186.3619817965171,-8.176045188425745,-8.176045188425745,-8.176045188425745,0.6485543575536388,0.6485543575536388,0.6485543575536388,-8.824599545979384,-8.824599545979384,-8.824599545979384,0.0,0.0,0.0,178.18593660809137,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-13,186.416044686478,168.69045829759477,187.5708243246156,186.416044686478,186.416044686478,-8.084101804415605,-8.084101804415605,-8.084101804415605,0.7198862168447696,0.7198862168447696,0.7198862168447696,-8.803988021260377,-8.803988021260377,-8.803988021260377,0.0,0.0,0.0,178.3319428820624,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-14,186.4701075764389,168.62287586292408,187.52856337660617,186.4701075764389,186.4701075764389,-8.090555239938997,-8.090555239938997,-8.090555239938997,0.6663410059526954,0.6663410059526954,0.6663410059526954,-8.756896245891692,-8.756896245891692,-8.756896245891692,0.0,0.0,0.0,178.37955233649987,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-15,186.5241704663997,169.4725882890677,187.99383379028689,186.5241704663997,186.5241704663997,-8.0552408850769,-8.0552408850769,-8.0552408850769,0.6310581140007551,0.6310581140007551,0.6310581140007551,-8.686298999077653,-8.686298999077653,-8.686298999077653,0.0,0.0,0.0,178.46892958132284,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-18,186.68635913628236,169.64323535208757,188.69804395112675,186.68635913628236,186.68635913628236,-7.551163099200287,-7.551163099200287,-7.551163099200287,0.8119409621037227,0.8119409621037227,0.8119409621037227,-8.363104061304009,-8.363104061304009,-8.363104061304009,0.0,0.0,0.0,179.13519603708204,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-19,186.7404220262432,170.06561925684397,188.37613890503965,186.7404220262432,186.7404220262432,-7.579106214436983,-7.579106214436983,-7.579106214436983,0.64855435755295,0.64855435755295,0.64855435755295,-8.227660571989931,-8.227660571989931,-8.227660571989931,0.0,0.0,0.0,179.1613158118062,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-20,186.79448491620408,169.98403518048693,188.53396479444555,186.79448491620408,186.79448491620408,-7.362779357893602,-7.362779357893602,-7.362779357893602,0.7198862168450146,0.7198862168450146,0.7198862168450146,-8.082665574738618,-8.082665574738618,-8.082665574738618,0.0,0.0,0.0,179.43170555831048,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-21,186.84854780616493,170.97948389768243,189.2247956118389,186.84854780616493,186.84854780616493,-7.264028637128345,-7.264028637128345,-7.264028637128345,0.6663410059520875,0.6663410059520875,0.6663410059520875,-7.930369643080433,-7.930369643080433,-7.930369643080433,0.0,0.0,0.0,179.58451916903658,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-22,186.90261069612575,170.19496136472776,188.91014461302225,186.90261069612575,186.90261069612575,-7.141700282409708,-7.141700282409708,-7.141700282409708,0.6310581139989392,0.6310581139989392,0.6310581139989392,-7.772758396408646,-7.772758396408646,-7.772758396408646,0.0,0.0,0.0,179.76091041371606,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-25,187.0647993660084,171.638401340231,190.18310074779416,187.0647993660084,187.0647993660084,-6.471625405271255,-6.471625405271255,-6.471625405271255,0.8119409621053991,0.8119409621053991,0.8119409621053991,-7.283566367376653,-7.283566367376653,-7.283566367376653,0.0,0.0,0.0,180.59317396073715,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-26,187.11886225596925,171.14838645150775,189.14932740770485,187.11886225596925,187.11886225596925,-6.47019881952146,-6.47019881952146,-6.47019881952146,0.6485543575530721,0.6485543575530721,0.6485543575530721,-7.118753177074532,-7.118753177074532,-7.118753177074532,0.0,0.0,0.0,180.64866343644775,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-27,187.1729251459301,171.54839951189666,189.9624666433284,187.1729251459301,187.1729251459301,-6.234317031978428,-6.234317031978428,-6.234317031978428,0.7198862168449497,0.7198862168449497,0.7198862168449497,-6.954203248823376,-6.954203248823376,-6.954203248823376,0.0,0.0,0.0,180.9386081139517,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-03-28,187.226988035891,173.04100631519276,190.22714716484165,187.226988035891,187.226988035891,-6.1238660307504045,-6.1238660307504045,-6.1238660307504045,0.6663410059542187,0.6663410059542187,0.6663410059542187,-6.790207036704623,-6.790207036704623,-6.790207036704623,0.0,0.0,0.0,181.1031220051406,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-01,187.44323959573444,173.02444006153075,191.2959851968873,187.44323959573444,187.44323959573444,-5.326524240783493,-5.326524240783493,-5.326524240783493,0.8119409621053041,0.8119409621053041,0.8119409621053041,-6.1384652028887965,-6.1384652028887965,-6.1384652028887965,0.0,0.0,0.0,182.1167153549509,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-02,187.4973024856953,172.20985012265223,190.87276628605605,187.4973024856953,187.4973024856953,-5.326471577103115,-5.326471577103115,-5.326471577103115,0.6485543575543494,0.6485543575543494,0.6485543575543494,-5.975025934657464,-5.975025934657464,-5.975025934657464,0.0,0.0,0.0,182.1708309085922,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-03,187.5513653756562,173.01515805769748,191.642132427008,187.5513653756562,187.5513653756562,-5.090614639809129,-5.090614639809129,-5.090614639809129,0.7198862168451641,0.7198862168451641,0.7198862168451641,-5.8105008566542935,-5.8105008566542935,-5.8105008566542935,0.0,0.0,0.0,182.46075073584703,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-04,187.60542826561704,173.39799189991123,192.26336721146623,187.60542826561704,187.60542826561704,-4.978101042978654,-4.978101042978654,-4.978101042978654,0.6663410059536106,0.6663410059536106,0.6663410059536106,-5.644442048932265,-5.644442048932265,-5.644442048932265,0.0,0.0,0.0,182.6273272226384,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-05,187.6594911555779,174.0614077579379,191.8631364899073,187.6594911555779,187.6594911555779,-4.8454089437488586,-4.8454089437488586,-4.8454089437488586,0.6310581140026025,0.6310581140026025,0.6310581140026025,-5.476467057751461,-5.476467057751461,-5.476467057751461,0.0,0.0,0.0,182.81408221182903,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-08,187.8216798254605,174.37281835425182,192.8985900051972,187.8216798254605,187.8216798254605,-4.147056540707701,-4.147056540707701,-4.147056540707701,0.8119409621087516,0.8119409621087516,0.8119409621087516,-4.958997502816453,-4.958997502816453,-4.958997502816453,0.0,0.0,0.0,183.6746232847528,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-09,187.87574271542135,175.0323423166943,192.6712210376736,187.87574271542135,187.87574271542135,-4.133570334555114,-4.133570334555114,-4.133570334555114,0.6485543575536603,0.6485543575536603,0.6485543575536603,-4.782124692108774,-4.782124692108774,-4.782124692108774,0.0,0.0,0.0,183.74217238086624,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-10,187.92980560538223,174.3844358884198,193.085845303992,187.92980560538223,187.92980560538223,-3.88373173765569,-3.88373173765569,-3.88373173765569,0.719886216844789,0.719886216844789,0.719886216844789,-4.603617954500478,-4.603617954500478,-4.603617954500478,0.0,0.0,0.0,184.04607386772653,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-11,187.9838684953431,174.97744977643276,193.59638223094348,187.9838684953431,187.9838684953431,-3.757798075246348,-3.757798075246348,-3.757798075246348,0.6663410059530027,0.6663410059530027,0.6663410059530027,-4.424139081199351,-4.424139081199351,-4.424139081199351,0.0,0.0,0.0,184.2260704200968,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-12,188.037931385304,175.33853377483103,193.6239784613917,188.037931385304,188.037931385304,-3.613518164205351,-3.613518164205351,-3.613518164205351,0.6310581140007869,0.6310581140007869,0.6310581140007869,-4.244576278206138,-4.244576278206138,-4.244576278206138,0.0,0.0,0.0,184.42441322109863,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-15,188.20012005518657,175.9422752880132,194.3475637571492,188.20012005518657,188.20012005518657,-2.905587076705262,-2.905587076705262,-2.905587076705262,0.8119409621086565,0.8119409621086565,0.8119409621086565,-3.717528038813918,-3.717528038813918,-3.717528038813918,0.0,0.0,0.0,185.2945329784813,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-16,188.25418294514745,176.08895280646976,194.1795258226409,188.25418294514745,188.25418294514745,-2.9021942260382083,-2.9021942260382083,-2.9021942260382083,0.6485543575529719,0.6485543575529719,0.6485543575529719,-3.5507485835911803,-3.5507485835911803,-3.5507485835911803,0.0,0.0,0.0,185.35198871910924,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-17,188.3082458351083,176.223684500322,194.7591698105552,188.3082458351083,188.3082458351083,-2.671446724468709,-2.671446724468709,-2.671446724468709,0.7198862168450341,0.7198862168450341,0.7198862168450341,-3.3913329413137427,-3.3913329413137427,-3.3913329413137427,0.0,0.0,0.0,185.6367991106396,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-18,188.3623087250692,175.6068838967794,195.1188160828505,188.3623087250692,188.3623087250692,-2.574858965749494,-2.574858965749494,-2.574858965749494,0.6663410059537642,0.6663410059537642,0.6663410059537642,-3.2411999717032587,-3.2411999717032587,-3.2411999717032587,0.0,0.0,0.0,185.78744975931968,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-19,188.41637161503,177.51324970408285,194.8460642449897,188.41637161503,188.41637161503,-2.471269850833969,-2.471269850833969,-2.471269850833969,0.6310581140062661,0.6310581140062661,0.6310581140062661,-3.1023279648402355,-3.1023279648402355,-3.1023279648402355,0.0,0.0,0.0,185.94510176419604,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-20,188.4704345049909,174.36238571066843,193.50875917986616,188.4704345049909,188.4704345049909,-4.715600743110011,-4.715600743110011,-4.715600743110011,-1.7388902112197318,-1.7388902112197318,-1.7388902112197318,-2.9767105318902787,-2.9767105318902787,-2.9767105318902787,0.0,0.0,0.0,183.7548337618809,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-04-21,188.52449739495177,174.67789612229717,192.6187664431347,188.52449739495177,188.52449739495177,-4.605200673102693,-4.605200673102693,-4.605200673102693,-1.738890445242146,-1.738890445242146,-1.738890445242146,-2.866310227860546,-2.866310227860546,-2.866310227860546,0.0,0.0,0.0,183.9192967218491,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
